id,name,price
,"Mop Head - Cotton, 24 Oz","185,88"
54,"Wine - Black one","133,75"
55,"Melon - Watermelon, Seedless","11,76"
56,"Lemonade - Strawberry, 591 Ml","193,66"
57,Veal - Insides Provini,"100,66"
58,Goldschalger,"98,87"
59,Napkin Colour,"45,79"
60,Chinese Foods - Pepper Beef,"121,79"
61,Bagel - Sesame Seed Presliced,"143,70"
,Sambuca - Ramazzotti,"112,24"
63,Tomato Paste,"156,76"
64,Rambutan,"176,51"
65,Poppy Seed,"40,83"
66,Puree - Raspberry,"15,21"
,Bread Roll Foccacia,"161,66"
68,Milk Powder,"13,65"
,"Lamb - Leg, Boneless","89,79"
70,"Soup - Campbells, Creamy","180,86"
,Wine - Placido Pinot Grigo,"16,65"
72,"Tray - Foam, Square 4 - S","186,20"
73,"Wine - Red, Black Opal Shiraz","173,48"
74,Sobe - Green Tea,"120,31"
75,Wasabi Paste,"136,51"
,Calaloo,"80,97"
77,Allspice - Jamaican,"193,74"
78,Salami - Genova,"73,31"
,Sprouts Dikon,"86,67"
80,Lettuce - Radicchio,"37,48"
81,Fond - Neutral,"88,30"
82,"Wine - White, Mosel Gold","119,22"
83,Couscous,"51,76"
,Cheese - Grana Padano,"149,22"
,Wine - Jaboulet Cotes Du Rhone,"141,04"
86,Squid Ink,"187,07"
,"Garlic - Primerba, Paste","171,53"
88,Kirsch - Schloss,"18,62"
,Wine - Fume Blanc Fetzer,"152,01"
90,Taro Root,"135,89"
,Mustard - Seed,"44,49"
,Wine - Chianti Classica Docg,"132,13"
,Bandage - Finger Cots,"97,16"
,Salami - Genova,"46,49"
95,Beef - Sushi Flat Iron Steak,"105,61"
,Cookies - Englishbay Wht,"99,61"
,Bar Bran Honey Nut,"126,71"
98,Glycerine,"108,14"
99,Plasticspoonblack,"63,01"
100,Chambord Royal,"125,20"
,Ginger - Fresh,"82,58"
102,Pop Shoppe Cream Soda,"105,33"
103,Wine - Two Oceans Cabernet,"53,70"
104,Lobster - Canned Premium,"53,27"
105,Garlic,"10,42"
106,Beef - Striploin,"163,58"
107,"Soup - Knorr, Ministrone","115,42"
108,"Pork - Sausage, Medium","123,20"
,Burger Veggie,"183,83"
,Beer - Muskoka Cream Ale,"32,08"
111,Oil - Canola,"52,38"
112,Monkfish - Fresh,"31,79"
113,Ham Black Forest,"111,25"
114,Truffle Cups Green,"125,81"
115,Potatoes - Mini Red,"154,18"
116,Breakfast Quesadillas,"95,88"
,Sugar - White Packet,"123,55"
,Beef - Prime Rib Aaa,"173,22"
,Sprouts - Bean,"137,95"
120,Sauce - Balsamic Viniagrette,"96,19"
,Beans - Kidney White,"42,67"
122,"Shrimp - 16/20, Iqf, Shell On","63,39"
123,Lettuce - Boston Bib - Organic,"108,98"
,Watercress,"42,64"
,"Appetizer - Spring Roll, Veg","66,28"
,Olives - Nicoise,"82,00"
127,Sausage - Chorizo,"113,80"
,Sugar - Cubes,"195,56"
129,Muffin Carrot - Individual,"179,24"
130,Soup - Campbells Broccoli,"186,95"
131,Grapes - Black,"153,65"
132,"Mushroom - Chantrelle, Fresh","80,98"
,Milk - Skim,"112,83"
134,Puree - Guava,"54,52"
,"Crab - Dungeness, Whole","106,50"
,Squash - Acorn,"149,86"
137,Island Oasis - Banana Daiquiri,"89,12"
,Shichimi Togarashi Peppeers,"88,31"
139,Island Oasis - Pina Colada,"95,76"
,Gelatine Leaves - Envelopes,"87,84"
,Lobster - Base,"68,36"
142,Bagel - Whole White Sesame,"87,83"
,"Oregano - Dry, Rubbed","180,74"
144,Pail With Metal Handle 16l White,"142,62"
145,Plasticforkblack,"99,80"
146,Roe - White Fish,"84,72"
,Wine - Rubyport,"124,79"
,Lettuce - Arugula,"167,84"
149,Ice Cream Bar - Hagen Daz,"112,86"
,Bread Base - Goodhearth,"52,28"
151,Lamb - Bones,"70,30"
,Creme De Cacao Mcguines,"43,43"
153,Pork - Smoked Kassler,"83,40"
154,Crawfish,"43,87"
155,Flour - Teff,"120,72"
156,Sprouts - Corn,"84,17"
157,"Wine - Bourgogne 2002, La","136,37"
158,Oven Mitts - 15 Inch,"58,81"
159,Juice - Prune,"68,63"
,Pepper - Green Thai,"152,66"
,Maintenance Removal Charge,"40,44"
162,Beef - Sushi Flat Iron Steak,"148,79"
163,Cake - Cake Sheet Macaroon,"101,26"
164,Towel - Roll White,"24,47"
165,Cheese - Wine,"112,92"
166,"Wine - Red, Pelee Island Merlot","60,73"
167,Oil - Avocado,"15,88"
168,Carbonated Water - Lemon Lime,"122,78"
169,Dr. Pepper - 355ml,"106,86"
170,Milk - Chocolate 500ml,"155,11"
171,Glass - Juice Clear 5oz 55005,"143,89"
,"Beans - Kidney, Red Dry","81,34"
173,Cheese - St. Andre,"137,53"
174,"Pasta - Shells, Medium, Dry","161,49"
,Veal - Bones,"137,27"
176,Glucose,"150,09"
177,Table Cloth 54x54 Colour,"48,92"
178,Garam Marsala,"163,45"
179,"Pepper - Julienne, Frozen","75,32"
,Chocolate - Dark Callets,"14,90"
181,Tea - Decaf 1 Cup,"197,84"
182,"Pepper - Black, Ground","89,01"
183,"Cookies - Oreo, 4 Pack","35,07"
184,Beer - Fruli,"54,05"
,Egg - Salad Premix,"10,06"
186,The Pop Shoppe Pinapple,"122,72"
,Bread - Rye,"113,57"
188,Flounder - Fresh,"21,52"
189,Tea - Lemon Scented,"192,84"
190,"Wine - Red, Antinori Santa","99,38"
191,Artichokes - Jerusalem,"142,56"
,"Pepper - Paprika, Spanish","146,10"
,Bread - Multigrain,"78,51"
194,Chocolate - Chips Compound,"196,99"
,Chocolate - White,"177,65"
196,Oxtail - Cut,"20,21"
197,White Fish - Filets,"40,32"
198,Muffin Batt - Carrot Spice,"122,21"
199,Wine - Segura Viudas Aria Brut,"109,51"
200,Muffin Orange Individual,"67,88"
,Chicken - Livers,"42,61"
,Cauliflower,"84,72"
203,Trueblue - Blueberry 12x473ml,"61,14"
,Wine - Prosecco Valdobienne,"48,82"
205,Gatorade - Lemon Lime,"67,07"
206,Longos - Lasagna Veg,"188,76"
207,"Salmon - Atlantic, Skin On","115,79"
,Sauce - Alfredo,"86,47"
,Lemon Tarts,"195,00"
210,Longos - Chicken Caeser Salad,"30,36"
,Bread - Wheat Baguette,"117,38"
212,Straw - Regular,"155,58"
213,Onions - Pearl,"121,57"
214,Sponge Cake Mix - Vanilla,"165,95"
,Sobe - Orange Carrot,"62,78"
,Sauce - Ranch Dressing,"35,58"
217,Sole - Fillet,"165,07"
218,Creme De Banane - Marie,"166,64"
,"Pasta - Lasagna, Dry","153,90"
220,External Supplier,"150,48"
,Pear - Prickly,"75,80"
,"Pork - Loin, Boneless","93,91"
223,"Syrup - Golden, Lyles","87,57"
,Pastry - Apple Large,"72,34"
225,Nescafe - Frothy French Vanilla,"73,88"
226,"Chestnuts - Whole,canned","130,70"
227,Wine - Chianti Classica Docg,"95,27"
228,"Onions - Dried, Chopped","30,44"
,"Oil - Olive, Extra Virgin","100,05"
230,Compound - Passion Fruit,"15,71"
,Vinegar - White,"135,47"
,Pastry - Banana Muffin - Mini,"42,13"
,Towel - Roll White,"47,18"
,Red Currants,"125,21"
,"Sprite, Diet - 355ml","180,35"
236,"Club Soda - Schweppes, 355 Ml","195,09"
237,Pastry - Key Limepoppy Seed Tea,"54,45"
238,Chives - Fresh,"65,56"
,"Juice - V8, Tomato","137,38"
,Spinach - Frozen,"198,28"
241,Capon - Whole,"24,14"
,Cheese - Grie Des Champ,"35,61"
243,Flavouring - Rum,"127,40"
244,"Coconut - Shredded, Sweet","165,73"
245,"Wine - Red, Cabernet Merlot","78,31"
,Pasta - Ravioli,"114,19"
247,Tomato - Peeled Italian Canned,"34,38"
,Sterno - Chafing Dish Fuel,"101,72"
249,Goat - Leg,"93,76"
250,"Beef - Tongue, Cooked","161,22"
251,Mushroom - Portebello,"107,86"
252,Vinegar - White,"70,21"
253,Flower - Commercial Bronze,"120,16"
,Beef - Montreal Smoked Brisket,"120,95"
255,"Beans - Fava, Canned","24,42"
,Crackers - Graham,"98,23"
257,White Baguette,"179,19"
258,Muffin - Carrot Individual Wrap,"174,66"
259,"Tortillas - Flour, 12","62,15"
260,Vinegar - Raspberry,"191,62"
261,Container - Hngd Cll Blk 7x7x3,"10,15"
,Bread - Olive,"197,69"
263,Puree - Blackcurrant,"34,50"
264,"Sauce - Apple, Unsweetened","103,73"
265,"Wine - Red, Concha Y Toro","154,14"
266,Venison - Denver Leg Boneless,"68,45"
,Longos - Penne With Pesto,"112,59"
268,Carroway Seed,"187,23"
269,Quail Eggs - Canned,"83,48"
270,Pepper - Gypsy Pepper,"44,82"
,Whmis Spray Bottle Graduated,"121,47"
272,"Split Peas - Green, Dry","174,44"
273,Cocoa Feuilletine,"173,20"
274,Cake - French Pear Tart,"108,81"
275,Cocoa Powder - Dutched,"20,93"
276,"Juice - Pineapple, 341 Ml","58,93"
,Dr. Pepper - 355ml,"137,15"
,Dill Weed - Dry,"157,82"
279,"Mushroom - Morels, Dry","161,96"
280,Table Cloth 81x81 Colour,"129,97"
281,Jam - Apricot,"94,33"
,Bag - Regular Kraft 20 Lb,"147,78"
283,Wine - Malbec Trapiche Reserve,"20,86"
284,Snapple Lemon Tea,"91,32"
285,"Cheese - Havarti, Salsa","156,19"
286,V8 Splash Strawberry Banana,"48,60"
,Bread - Pita,"59,00"
288,"Rum - Coconut, Malibu","166,24"
289,Towel Multifold,"151,41"
,Jameson Irish Whiskey,"118,39"
291,Food Colouring - Pink,"181,76"
292,Foam Dinner Plate,"142,28"
,Ham - Procutinni,"161,09"
294,Banana - Green,"39,60"
295,Squash - Pepper,"114,02"
296,"Tortillas - Flour, 8","165,36"
,Beef Cheek Fresh,"102,80"
298,Sauce - Chili,"44,79"
,Papayas,"165,22"
300,Turkey Leg With Drum And Thigh,"147,59"
301,Snapple - Mango Maddness,"175,93"
302,Salmon Steak - Cohoe 6 Oz,"110,03"
303,"Potatoes - Yukon Gold, 80 Ct","155,30"
304,Pickles - Gherkins,"78,50"
305,Scampi Tail,"89,95"
306,Cake - Cake Sheet Macaroon,"82,95"
,Radish,"115,53"
308,Ham - Virginia,"144,90"
309,Buttons,"157,64"
310,Red Cod Fillets - 225g,"116,88"
,Beef - Prime Rib Aaa,"112,67"
,Garam Masala Powder,"45,50"
313,Greens Mustard,"174,97"
,Garbage Bag - Clear,"16,89"
315,Cheese - Brie,"135,37"
,Flower - Commercial Bronze,"23,12"
317,Cup - Translucent 7 Oz Clear,"177,45"
,Temperature Recording Station,"16,65"
319,Samosa - Veg,"66,55"
,Bread Base - Italian,"171,37"
,Table Cloth 54x54 Colour,"157,65"
322,"Cake Circle, Paprus","73,34"
323,Fireball Whisky,"196,02"
,Muffin Hinge Container 6,"77,35"
325,"Juice - Pineapple, 341 Ml","61,69"
,Lemon Balm - Fresh,"27,81"
,Longos - Lasagna Veg,"108,18"
,Sobe - Tropical Energy,"179,89"
329,Egg - Salad Premix,"47,09"
330,Mushroom - Chanterelle Frozen,"124,82"
331,Savory,"153,05"
332,Onions - Spanish,"9,90"
333,Mustard - Individual Pkg,"147,45"
334,"Artichokes - Knobless, White","60,85"
,Apron,"196,16"
336,Capers - Ox Eye Daisy,"23,53"
,Icecream Cone - Areo Chocolate,"12,87"
338,"Mustard - Dry, Powder","15,97"
,Cheese - Feta,"61,80"
,Tomato Puree,"106,60"
,Cranberries - Dry,"37,13"
,"Soup - Campbells, Lentil","110,57"
343,Hinge W Undercut,"177,33"
344,"Pasta - Fettuccine, Dry","147,10"
,Wine - Ruffino Chianti,"166,18"
346,"Star Anise, Whole","20,31"
,Cheese - Parmesan Cubes,"84,44"
348,Dill Weed - Fresh,"195,46"
349,Crackers - Trio,"196,43"
,Longos - Chicken Curried,"37,82"
,Amarula Cream,"26,37"
352,"Sauce - Bernaise, Mix","104,64"
353,Potatoes - Mini Red,"58,24"
354,Crab - Imitation Flakes,"23,33"
355,Cake - Miini Cheesecake Cherry,"155,76"
356,Chicken - Wieners,"149,92"
,"Potatoes - Purple, Organic","128,55"
,Tea - Lemon Green Tea,"109,47"
359,Wine - Sogrape Mateus Rose,"142,64"
,Ham - Procutinni,"80,28"
,Red Currant Jelly,"58,50"
362,Beef - Shank,"81,85"
363,"Bread - Roll, Italian","84,46"
364,Evaporated Milk - Skim,"39,44"
365,Roe - White Fish,"80,48"
,Yoghurt Tubes,"169,60"
367,"Nut - Walnut, Chopped","53,54"
,Seabream Whole Farmed,"97,40"
,Stock - Fish,"68,73"
370,Tray - 12in Rnd Blk,"38,04"
371,Spice - Onion Powder Granulated,"94,64"
372,Island Oasis - Strawberry,"33,56"
,Appetizer - Sausage Rolls,"86,82"
374,Carrots - Mini Red Organic,"177,02"
375,"Pasta - Tortellini, Fresh","9,54"
,Cream - 10%,"130,72"
377,"Shrimp - 21/25, Peel And Deviened","97,97"
378,Cocoa Feuilletine,"51,53"
379,Seabream Whole Farmed,"74,53"
380,Cheese - Gouda,"79,83"
,Onions - Pearl,"47,26"
382,Cheese - Sheep Milk,"188,92"
383,Egg - Salad Premix,"84,93"
384,Sesame Seed Black,"40,60"
385,Oven Mitt - 13 Inch,"173,11"
386,Appetiser - Bought,"67,85"
,Container - Clear 32 Oz,"157,12"
388,"Wine - White, Antinore Orvieto","121,57"
,Sea Bass - Fillets,"93,78"
390,Muffin - Carrot Individual Wrap,"54,93"
391,Bread Crumbs - Japanese Style,"121,76"
392,"Shrimp - 21/25, Peel And Deviened","87,37"
,"Lemonade - Natural, 591 Ml","179,80"
394,Pate - Liver,"14,76"
395,Rolled Oats,"159,79"
,"Juice - Cranberry, 341 Ml","67,45"
397,Amarula Cream,"95,32"
398,Water - San Pellegrino,"122,71"
,Smoked Paprika,"161,82"
,Sansho Powder,"173,95"
401,"Wine - Red, Concha Y Toro","15,46"
,Cheese - Valancey,"67,94"
403,Raspberries - Fresh,"62,10"
404,Chick Peas - Canned,"68,88"
405,Wine - Chardonnay South,"190,84"
406,Cheese - Bocconcini,"97,38"
,Wine - Malbec Trapiche Reserve,"36,43"
408,"Liners - Banana, Paper","164,73"
409,Pastry - Apple Muffins - Mini,"39,90"
410,Cheese - St. Paulin,"148,48"
,Table Cloth 90x90 Colour,"81,61"
412,Emulsifier,"45,32"
413,"Bread - Roll, Soft White Round","188,37"
,Galliano,"130,40"
415,Trout Rainbow Whole,"106,01"
,Coriander - Seed,"126,84"
417,Arctic Char - Fillets,"100,53"
418,Shrimp - Black Tiger 16/20,"176,17"
419,"Soup - Campbells, Creamy","65,29"
420,Beef Striploin Aaa,"36,35"
421,Wine - Vouvray Cuvee Domaine,"178,63"
,Cloves - Ground,"120,44"
,Couscous,"37,17"
,"Pesto - Primerba, Paste","172,49"
,Onions - Red Pearl,"188,23"
426,Wine - Barbera Alba Doc 2001,"192,90"
427,Longan,"82,28"
428,Kippers - Smoked,"84,96"
429,Soup - Campbells Beef Strogonoff,"100,38"
430,Tea - Decaf 1 Cup,"39,60"
,Fruit Salad Deluxe,"143,49"
,Cheese - Le Cru Du Clocher,"40,59"
433,Bowl 12 Oz - Showcase 92012,"58,92"
434,Muffin Puck Ww Carrot,"63,06"
,Liqueur - Melon,"128,73"
436,"Jam - Blackberry, 20 Ml Jar","179,50"
437,Icecream - Dstk Super Cone,"147,09"
,Tart - Lemon,"107,11"
439,Gatorade - Orange,"68,05"
,Amaretto,"143,93"
441,Pasta - Agnolotti - Butternut,"80,53"
,Tea - Lemon Green Tea,"78,78"
443,"Wine - White, French Cross","11,65"
444,"Lamb - Whole Head Off,nz","153,70"
445,Kohlrabi,"35,11"
446,Wine - Lou Black Shiraz,"154,07"
,Wine - Chablis J Moreau Et Fils,"178,88"
448,Garbage Bag - Clear,"137,25"
449,"Cup - 6oz, Foam","120,39"
,Sauce - Marinara,"151,56"
,Ice Cream Bar - Oreo Cone,"23,96"
452,Cup - Translucent 7 Oz Clear,"18,87"
,Flour - Teff,"101,08"
454,Cornish Hen,"139,83"
,Straws - Cocktale,"168,63"
456,"Juice - Apple, 1.36l","65,85"
457,Bread - Wheat Baguette,"147,31"
458,Chocolate - Sugar Free Semi Choc,"115,62"
,The Pop Shoppe Pinapple,"110,65"
460,"Crab - Claws, Snow 16 - 24","29,23"
461,Wine - Guy Sage Touraine,"119,56"
,Ginger - Ground,"86,07"
,"Bread - Bagels, Mini","199,52"
464,Rosemary - Fresh,"124,68"
465,"Potatoes - Purple, Organic","84,20"
466,Cleaner - Bleach,"144,69"
467,Foam Dinner Plate,"146,15"
468,Sauce - Vodka Blush,"84,96"
469,Broom And Brush Rack Black,"99,14"
470,Bread Roll Foccacia,"129,77"
471,Sprouts - Bean,"11,25"
472,"Trout - Hot Smkd, Dbl Fillet","129,54"
,Ice Cream - Super Sandwich,"174,57"
,Foam Dinner Plate,"138,77"
,Hold Up Tool Storage Rack,"28,87"
476,Yogurt - French Vanilla,"110,31"
,Wonton Wrappers,"129,03"
478,Eggplant - Baby,"105,92"
479,"Chicken - Breast, 5 - 7 Oz","67,11"
,Napkin White - Starched,"163,06"
481,Sauce - Salsa,"183,81"
482,Oil - Shortening - All - Purpose,"71,80"
483,Soup - Base Broth Beef,"160,66"
484,Island Oasis - Wildberry,"123,66"
,Bread - Triangle White,"143,80"
486,Asparagus - Frozen,"18,23"
487,Onions - Pearl,"19,97"
,Tart - Lemon,"53,93"
489,"Cup - 6oz, Foam","170,45"
490,"Soup - Campbells, Lentil","47,81"
491,"Jam - Blackberry, 20 Ml Jar","25,45"
492,Bread Foccacia Whole,"54,65"
,Sachet,"108,76"
494,Sugar - Invert,"44,37"
,Dr. Pepper - 355ml,"49,07"
,Dried Cranberries,"45,67"
497,"Turkey - Breast, Bone - In","85,34"
498,Edible Flower - Mixed,"197,48"
499,Pur Value,"137,55"
500,Soup Campbells - Tomato Bisque,"62,47"
,"Bread - Roll, Canadian Dinner","192,24"
502,"Coconut - Shredded, Sweet","27,64"
503,Wasabi Paste,"193,04"
504,Temperature Recording Station,"45,85"
505,Wine - Chianti Classica Docg,"173,61"
506,Sausage - Meat,"112,93"
507,"Potatoes - Purple, Organic","174,97"
508,Bamboo Shoots - Sliced,"185,12"
509,Juice - Ocean Spray Cranberry,"55,00"
510,Bread - 10 Grain Parisian,"92,41"
,Potatoes - Fingerling 4 Oz,"120,07"
512,Fond - Chocolate,"27,19"
513,True - Vue Containers,"191,95"
,Smoked Paprika,"36,60"
515,Cocktail Napkin Blue,"130,18"
,Duck - Whole,"66,10"
,Piping - Bags Quizna,"85,81"
518,Triple Sec - Mcguinness,"79,94"
519,Truffle Shells - Semi - Sweet,"97,18"
,Wine - Domaine Boyar Royal,"9,91"
,Soup Campbells Split Pea And Ham,"186,42"
,Truffle Cups - White Paper,"190,47"
,Mix - Cocktail Strawberry Daiquiri,"15,16"
524,Lid Tray - 16in Dome,"185,60"
525,Nectarines,"53,68"
526,Thyme - Fresh,"32,67"
527,Compound - Strawberry,"170,87"
528,"Mushroom - Chanterelle, Dry","50,52"
529,Bread - Italian Sesame Poly,"25,36"
530,Pie Shells 10,"167,95"
531,Muffin Mix - Blueberry,"45,98"
532,Potatoes - Peeled,"87,16"
533,Juice Peach Nectar,"127,74"
534,Wine - Barolo Fontanafredda,"65,85"
535,True - Vue Containers,"11,58"
,"Tart Shells - Sweet, 3","57,63"
537,Absolut Citron,"127,94"
538,Pepper - Orange,"151,73"
539,Pears - Bosc,"113,67"
540,"Veal - Round, Eye Of","169,72"
,Beer - Maudite,"77,37"
,Muffin Puck Ww Carrot,"14,60"
543,Table Cloth 53x69 White,"24,83"
,Sauce - Rosee,"62,19"
,Apple - Northern Spy,"108,29"
546,"Garlic - Primerba, Paste","46,79"
547,Cheese - Swiss,"165,71"
,Burger Veggie,"94,72"
549,"Oil - Truffle, Black","18,05"
,Cheese - Fontina,"98,98"
551,Wine - Magnotta - Belpaese,"66,58"
552,Mountain Dew,"42,81"
,Jello - Assorted,"43,52"
554,Scallops - U - 10,"113,08"
,"Stock - Veal, White","94,57"
556,Lid - 3oz Med Rec,"22,46"
,Passion Fruit,"111,40"
558,"Wine - Red, Pelee Island Merlot","99,33"
559,"Mushroom - Enoki, Dry","165,62"
,Bread - Hamburger Buns,"19,21"
,Durian Fruit,"74,00"
,Beer - True North Strong Ale,"17,49"
563,Pepper - Orange,"80,05"
564,"Wine - Red, Concha Y Toro","141,35"
565,Pork - Liver,"61,36"
,Broom And Broom Rack White,"71,71"
,Corn - Mini,"138,79"
568,"Trout - Rainbow, Fresh","69,15"
569,Cognac - Courvaisier,"158,23"
570,Cheese - La Sauvagine,"10,69"
,Zucchini - Yellow,"194,79"
572,Cucumber - Pickling Ontario,"26,37"
573,Dried Apple,"177,25"
,Honey - Comb,"176,13"
575,Food Colouring - Green,"102,70"
576,Limes,"92,83"
577,Dip - Tapenade,"125,92"
,Kellogs Raisan Bran Bars,"125,01"
,Appetizer - Seafood Assortment,"127,17"
,Gherkin - Sour,"178,18"
581,Mushroom - King Eryingii,"124,99"
582,Pie Filling - Pumpkin,"36,48"
583,"Turkey - Breast, Smoked","153,01"
,Lamb - Shoulder,"154,65"
585,Oysters - Smoked,"117,43"
586,Wine - Chablis 2003 Champs,"118,16"
587,Worcestershire Sauce,"31,02"
588,Carbonated Water - Lemon Lime,"136,43"
,Veal - Sweetbread,"22,40"
590,Russian Prince,"64,71"
591,"Rum - Dark, Bacardi, Black","20,01"
,"Wine - White, Antinore Orvieto","122,97"
593,"Wine - Red, Black Opal Shiraz","96,35"
,Jagermeister,"80,06"
595,"Wine - Red, Pelee Island Merlot","51,49"
596,Butter Sweet,"192,21"
597,Napkin Colour,"176,92"
598,Chicken - Wieners,"109,37"
599,Pork - Ground,"118,01"
600,Cake - Night And Day Choclate,"30,56"
601,Blackberries,"74,14"
,Bread Crumbs - Panko,"37,88"
603,"Lid - 10,12,16 Oz","196,89"
604,"Yogurt - Strawberry, 175 Gr","193,34"
605,Octopus,"124,85"
,Bread Cranberry Foccacia,"184,50"
607,Chicken Breast Wing On,"195,43"
,"Stock - Beef, Brown","182,84"
609,Bread - Italian Corn Meal Poly,"58,22"
610,Yogurt - French Vanilla,"128,06"
611,Fib N9 - Prague Powder,"90,43"
,Coffee Decaf Colombian,"99,70"
613,Lamb Tenderloin Nz Fr,"48,93"
,Foil - 4oz Custard Cup,"115,31"
615,Lettuce - Green Leaf,"124,53"
,Beer - Guiness,"170,21"
,Soup V8 Roasted Red Pepper,"153,13"
,Silicone Parch. 16.3x24.3,"107,81"
619,"Olives - Black, Pitted","105,47"
620,Bagelers,"39,73"
,Cookies - Amaretto,"187,62"
,Lettuce - Romaine,"21,64"
623,Potatoes - Idaho 80 Count,"84,34"
624,"Soup - Campbells, Minestrone","154,95"
625,Extract - Almond,"138,04"
626,Cabbage - Savoy,"114,34"
627,Nutmeg - Ground,"135,96"
628,Bread - Wheat Baguette,"63,34"
,Chinese Foods - Thick Noodles,"10,01"
630,Compound - Pear,"128,12"
,Pasta - Orecchiette,"13,71"
632,Remy Red Berry Infusion,"179,72"
,Pork - Bones,"117,66"
,V8 - Tropical Blend,"61,15"
635,The Pop Shoppe - Lime Rickey,"91,41"
,Salmon - Fillets,"174,38"
,Cheese - Oka,"94,21"
638,Pork - Bones,"147,46"
639,Wine - Saint Emilion Calvet,"161,05"
640,"Schnappes - Peach, Walkers","40,67"
641,"Cup - 3.5oz, Foam","110,81"
642,Tomatoes - Orange,"172,04"
,Carbonated Water - White Grape,"22,41"
644,Pernod,"79,54"
,"Yogurt - Strawberry, 175 Gr","199,37"
646,Soup - Chicken And Wild Rice,"131,96"
647,Muffin - Zero Transfat,"50,27"
648,Island Oasis - Banana Daiquiri,"85,86"
,Dawn Professionl Pot And Pan,"152,90"
650,Beets - Pickled,"192,98"
,Sloe Gin - Mcguinness,"95,96"
,Cheese - Comte,"99,04"
653,Ice Cream - Fudge Bars,"167,40"
,Bagel - 12 Grain Preslice,"37,34"
655,"Wine - Red, Lurton Merlot De","103,81"
656,Jerusalem Artichoke,"129,10"
657,Cookies - Assorted,"96,26"
,Beer - True North Strong Ale,"79,35"
659,Mayonnaise,"104,84"
660,Spinach - Packaged,"127,21"
661,Buffalo - Striploin,"69,49"
662,Ginger - Pickled,"92,44"
663,Food Colouring - Pink,"84,89"
664,Muffin Mix - Blueberry,"141,90"
665,Sugar - Palm,"93,99"
666,Sausage - Andouille,"82,52"
,Lotus Leaves,"119,02"
668,Arctic Char - Fillets,"37,20"
669,"Split Peas - Yellow, Dry","112,85"
670,Tea - Decaf 1 Cup,"100,16"
671,Flour Dark Rye,"109,93"
672,Wine - Riesling Dr. Pauly,"185,45"
,"Shrimp - 16 - 20 Cooked, Peeled","104,84"
,"Wine - Red, Antinori Santa","62,43"
675,Crab - Soft Shell,"101,23"
676,Dehydrated Kelp Kombo,"118,04"
677,Skirt - 29 Foot,"28,99"
678,Langers - Mango Nectar,"88,52"
679,Bandage - Flexible Neon,"73,26"
,Bread Fig And Almond,"171,77"
681,Wine - Chateau Aqueria Tavel,"171,56"
682,Wine - White Cab Sauv.on,"162,49"
,Table Cloth 81x81 Colour,"63,31"
684,Pail For Lid 1537,"185,18"
,Beef - Shank,"122,57"
,"Beef - Chuck, Boneless","149,59"
687,Salad Dressing,"10,76"
688,Asparagus - Mexican,"31,89"
689,Country Roll,"173,90"
690,Beef - Flank Steak,"39,77"
691,Sprouts - Onion,"94,08"
692,"Asparagus - White, Fresh","49,17"
693,Beer - Camerons Cream Ale,"13,03"
694,Grapes - Green,"137,99"
695,"Cheese - Boursin, Garlic / Herbs","91,36"
696,Pasta - Orecchiette,"155,09"
697,Sherbet - Raspberry,"51,28"
