id,name,price
202,Chicken - Wieners,"112,39"
203,"Soup - Knorr, Chicken Gumbo","182,18"
204,Grapefruit - Pink,"95,25"
205,Soup - Cream Of Broccoli,"131,36"
206,Longos - Grilled Salmon With Bbq,"196,61"
207,Cactus Pads,"114,59"
208,"Beans - Navy, Dry","161,09"
209,Mix Pina Colada,"110,25"
210,"Capon - Breast, Double, Wing On","116,79"
211,Coffee - 10oz Cup 92961,"166,71"
212,Cup - Translucent 7 Oz Clear,"125,94"
213,Garlic - Peeled,"69,49"
214,Syrup - Monin - Blue Curacao,"7,29"
215,Piping Jelly - All Colours,"37,20"
216,Cake - Cheese Cake 9 Inch,"12,44"
217,Sesame Seed,"126,41"
218,Dehydrated Kelp Kombo,"63,80"
219,"Soup - French Onion, Dry","152,94"
,Rye Special Old,"157,64"
221,Cookies - Englishbay Oatmeal,"89,07"
,Bar - Sweet And Salty Chocolate,"81,00"
223,Nantucket - Kiwi Berry Cktl.,"118,48"
224,Wasabi Powder,"55,00"
225,"Juice - Pineapple, 48 Oz","13,02"
226,Corn Meal,"92,89"
227,Wine - Magnotta - Cab Sauv,"15,19"
228,Cheese - Victor Et Berthold,"95,29"
229,Shopper Bag - S - 4,"78,71"
230,Tequila Rose Cream Liquor,"165,67"
231,,
232,Yoplait Drink,"83,08"
,Sprouts - Pea,"43,27"
234,Soup - Base Broth Beef,"126,09"
235,Limes,"24,03"
236,Chicken - Whole,"100,43"
237,Chocolate - Unsweetened,"192,75"
238,Cake Sheet Combo Party Pack,"4,66"
,Tea - Orange Pekoe,"84,82"
240,Kaffir Lime Leaves,"18,38"
,Catfish - Fillets,"11,89"
,Wine - Lamancha Do Crianza,"35,71"
243,Pepper - Scotch Bonnet,"193,50"
244,Ham - Cooked,"117,47"
245,Bouillion - Fish,"166,78"
246,Bread - Pumpernickel,"51,06"
247,Turkey Leg With Drum And Thigh,"87,33"
248,Lamb Tenderloin Nz Fr,"32,88"
249,Pepper - Sorrano,"128,93"
250,White Fish - Filets,"78,60"
251,"Cheese - Cheddar, Medium","187,47"
252,"Pasta - Rotini, Dry","51,60"
253,Cauliflower,"80,95"
254,Wine - Trimbach Pinot Blanc,"40,65"
255,Jagermeister,"59,88"
256,Pepper - Green Thai,"122,01"
257,Milk 2% 500 Ml,"192,92"
258,Cranberries - Frozen,"79,55"
259,Sausage - Meat,"50,41"
260,Sambuca - Opal Nera,"93,16"
261,Wine - Ej Gallo Sierra Valley,"151,63"
262,Ham - Procutinni,"139,42"
263,Jameson Irish Whiskey,"61,88"
264,Soup - Verve - Chipotle Chicken,"23,37"
265,Cake - Pancake,"145,53"
266,Cookies Almond Hazelnut,"158,38"
267,"Pasta - Elbows, Macaroni, Dry","41,75"
,Bread Crumbs - Panko,"164,65"
269,Ham - Procutinni,"74,58"
,Dc Hikiage Hira Huba,"137,01"
271,Wine - Valpolicella Masi,"66,00"
272,Pork - Belly Fresh,"36,62"
273,Mortadella,"175,17"
274,Ecolab - Solid Fusion,"168,56"
275,"Apple - Delicious, Golden","156,62"
276,Buttons,"69,33"
,Apple - Fuji,"16,40"
,Hummus - Spread,"108,38"
279,"Marsala - Sperone, Fine, D.o.c.","114,78"
280,Chinese Foods - Thick Noodles,"59,21"
281,Bread Base - Goodhearth,"25,22"
282,"Quail - Whole, Bone - In","93,89"
283,Carbonated Water - Orange,"118,44"
284,"Quail - Whole, Boneless","141,85"
,Vinegar - White,"19,45"
286,Foil - Round Foil,"112,19"
287,Table Cloth 81x81 Colour,"100,25"
,Wine - Ej Gallo Sonoma,"76,89"
289,External Supplier,"20,52"
290,"Lemonade - Black Cherry, 591 Ml","90,90"
291,Shrimp - Black Tiger 8 - 12,"81,76"
292,Chocolate - Feathers,"38,50"
293,"Chicken - Wings, Tip Off","37,67"
294,Cheese Cloth No 100,"116,43"
295,Chocolate - Chips Compound,"152,17"
296,"Iced Tea - Lemon, 460 Ml","63,88"
,Bonito Flakes - Toku Katsuo,"7,63"
298,"Chocolate - Milk, Callets","9,72"
299,Cheese - Grana Padano,"188,99"
300,Gherkin,"30,13"
301,Sherry - Dry,"19,63"
302,Cleaner - Bleach,"16,22"
303,Bacardi Breezer - Strawberry,"117,23"
,Pasta - Ravioli,"77,43"
305,"Pasta - Gnocchi, Potato","131,10"
306,Coffee - Flavoured,"107,11"
,"Pork - Chop, Frenched","3,17"
308,Wonton Wrappers,"129,16"
309,Long Island Ice Tea,"45,78"
310,Wine - Magnotta - Bel Paese White,"97,27"
311,Sugar - Brown,"187,61"
,Bandage - Fexible 1x3,"55,61"
313,Rice - Long Grain,"77,79"
,Tea - Herbal - 6 Asst,"53,69"
315,,
316,"Wine - Red, Colio Cabernet","170,37"
317,Gelatine Leaves - Bulk,"70,66"
318,Yeast Dry - Fermipan,"44,85"
319,Tofu - Soft,"90,36"
,Dates,"153,99"
321,Cake - Lemon Chiffon,"176,26"
322,Beer - Pilsner Urquell,"135,79"
323,Cheese - St. Andre,"14,50"
324,"Wine - Red, Pinot Noir, Chateau","198,32"
,Pastry - Choclate Baked,"12,77"
326,Filling - Mince Meat,"94,98"
327,"Artichokes - Knobless, White","5,99"
328,"Beef - Ground, Extra Lean, Fresh","160,51"
329,Spice - Peppercorn Melange,"60,23"
330,Veal - Loin,"24,43"
331,Tea - Camomele,"25,39"
332,Curry Powder Madras,"80,18"
333,,
334,"Olives - Green, Pitted","173,95"
335,Bread - Wheat Baguette,"43,49"
336,"Juice - Clam, 46 Oz","101,25"
337,Extract - Rum,"32,99"
338,Muffin - Mix - Creme Brule 15l,"102,17"
,Pastry - Choclate Baked,"181,34"
,"Fish - Halibut, Cold Smoked","80,83"
341,"Pasta - Cannelloni, Sheets, Fresh","193,41"
342,V8 - Berry Blend,"160,30"
343,Dried Cherries,"74,70"
,Peas Snow,"52,22"
345,Ice Cream Bar - Rolo Cone,"124,80"
346,"Bar Mix - Pina Colada, 355 Ml","11,35"
347,"Pork - Back, Short Cut, Boneless","26,27"
348,Compound - Orange,"117,92"
349,Raspberries - Fresh,"86,80"
350,Duck - Legs,"118,28"
351,Bag Clear 10 Lb,"23,88"
352,Buffalo - Short Rib Fresh,"131,77"
353,"Soup - Knorr, Chicken Gumbo","75,98"
354,Vinegar - Raspberry,"146,21"
355,Sprouts - Bean,"82,21"
356,Grapefruit - Pink,"158,07"
357,,
358,Beer - Muskoka Cream Ale,"77,73"
359,Samosa - Veg,"52,80"
,Plaintain,"119,17"
361,Ginger - Pickled,"8,87"
362,Lemons,"159,11"
,"Tortillas - Flour, 10","5,25"
364,Beer - Upper Canada Lager,"128,74"
365,Pur Value,"34,48"
366,Wine - Delicato Merlot,"181,51"
367,"Juice - Orange, Concentrate","193,58"
368,Oven Mitts 17 Inch,"182,62"
369,Energy Drink Red Bull,"122,77"
,"Wine - White, Pinot Grigio","102,12"
371,Passion Fruit,"149,47"
372,"Tart Shells - Savory, 3","97,30"
373,Arizona - Plum Green Tea,"138,51"
374,Crackers - Water,"77,61"
375,Beer - Labatt Blue,"86,94"
376,Nacho Chips,"51,65"
377,Butter - Unsalted,"23,65"
378,Contreau,"32,15"
379,Extract - Almond,"192,00"
380,"Rum - White, Gg White","145,80"
381,Wine - Chablis J Moreau Et Fils,"109,56"
382,Fib N9 - Prague Powder,"169,39"
383,Wine - Fat Bastard Merlot,"4,15"
384,"Capon - Breast, Wing On","199,38"
385,Cabbage - Red,"135,41"
386,Kellogs All Bran Bars,"42,99"
387,Crackers - Soda / Saltins,"71,94"
388,Curry Paste - Madras,"146,96"
389,Bread - Pita,"176,22"
390,Versatainer Nc - 888,"48,72"
391,"Bread - Crumbs, Bulk","196,77"
,Roe - White Fish,"149,28"
393,Veal - Loin,"187,55"
394,"Stock - Veal, White","174,82"
395,Beef - Top Butt,"44,57"
,Scallops - Live In Shell,"23,87"
397,Flour - Masa De Harina Mexican,"89,14"
398,Pate - Peppercorn,"163,61"
399,Flour - All Purpose,"86,02"
400,Sausage - Chorizo,"123,18"
401,Spinach - Baby,"156,00"
402,"Tortillas - Flour, 12","146,81"
403,Beets,"170,47"
,"Thyme - Lemon, Fresh","43,75"
,"Nut - Pecan, Halves","90,87"
406,Mix - Cappucino Cocktail,"66,27"
407,Towel - Roll White,"175,05"
408,Tart - Pecan Butter Squares,"109,63"
409,Bread - Ciabatta Buns,"145,99"
410,Wine - Prem Select Charddonany,"56,81"
,Juice - Lemon,"16,17"
412,Cheese - Le Cheve Noir,"162,61"
413,Galliano,"85,84"
,Water Chestnut - Canned,"34,59"
415,Wine - Vidal Icewine Magnotta,"92,83"
416,Coffee - Dark Roast,"86,51"
417,Soup - Base Broth Beef,"131,33"
418,Salmon - Canned,"20,33"
419,Ecolab - Lime - A - Way 4/4 L,"39,04"
,Tahini Paste,"165,45"
421,Schnappes Peppermint - Walker,"48,10"
422,Sausage - Breakfast,"111,17"
423,Scrubbie - Scotchbrite Hand Pad,"4,02"
424,Hummus - Spread,"58,41"
425,"Soup - Clam Chowder, Dry Mix","94,26"
426,"Wine - Red, Harrow Estates, Cab","176,25"
427,Lamb - Bones,"199,51"
428,Lettuce - Boston Bib,"14,95"
429,Vaccum Bag - 14x20,"177,57"
430,,
,Milk - 2%,"189,99"
432,Bag Stand,"172,87"
,Lettuce - California Mix,"125,62"
434,Strawberries,"190,04"
435,Ice Cream - Chocolate,"143,37"
436,"Veal - Brisket, Provimi, Bone - In","51,18"
437,Bonito Flakes - Toku Katsuo,"81,54"
438,Puree - Passion Fruit,"83,27"
,Versatainer Nc - 888,"1,61"
440,Table Cloth 54x72 Colour,"1,67"
441,"Sauce - Soya, Light","151,85"
442,Beef - Ox Tongue,"56,27"
443,Wine - Ice Wine,"171,23"
444,Energy Drink Bawls,"64,20"
445,Rice - Sushi,"39,75"
446,Bag - Regular Kraft 20 Lb,"30,10"
447,"Bag - Bread, White, Plain","59,37"
448,Truffle Cups - Brown,"155,09"
,"Cake Circle, Foil, Scallop","127,54"
450,Filling - Mince Meat,"155,47"
451,Wine - Cava Aria Estate Brut,"112,29"
452,"Fish - Soup Base, Bouillon","111,54"
453,"Tray - Foam, Square 4 - S","198,46"
454,Appetizer - Mushroom Tart,"140,97"
455,Pork - Smoked Kassler,"161,95"
456,Wine - Masi Valpolocell,"7,66"
457,Wine - White Cab Sauv.on,"15,21"
458,"Yogurt - Blueberry, 175 Gr","4,27"
,,
460,Soup - Campbells Beef Strogonoff,"6,65"
461,Wine - Shiraz Wolf Blass Premium,"184,84"
462,"Stock - Veal, Brown","186,61"
463,Juice - Ocean Spray Cranberry,"93,67"
464,Cheese - Le Cru Du Clocher,"39,02"
465,Tomato - Green,"175,87"
466,"Soup - Campbells, Beef Barley","85,26"
467,Alize Red Passion,"143,03"
468,Danishes - Mini Raspberry,"154,64"
469,Water - Perrier,"127,74"
470,Soup - Campbells Mac N Cheese,"161,96"
471,"Soup - Campbells, Classic Chix","51,93"
,Longos - Grilled Chicken With,"88,27"
,"Tea - Darjeeling, Azzura","54,72"
474,Wine - Kwv Chenin Blanc South,"141,52"
475,Eggplant - Regular,"162,45"
476,Alize Sunset,"144,10"
477,Longos - Chicken Cordon Bleu,"147,52"
478,Ice Cream Bar - Oreo Sandwich,"125,18"
,Piping - Bags Quizna,"21,52"
480,Longos - Lasagna Veg,"140,80"
481,Muffin - Mix - Bran And Maple 15l,"24,44"
482,"Cheese - Boursin, Garlic / Herbs","114,53"
483,Truffle - Peelings,"182,20"
484,Apple - Royal Gala,"138,78"
485,Otomegusa Dashi Konbu,"22,84"
486,Cattail Hearts,"90,79"
487,,
488,Knife Plastic - White,"134,99"
489,Wine - Chablis J Moreau Et Fils,"173,38"
490,Pate - Liver,"29,11"
491,Table Cloth 144x90 White,"194,15"
,Soup - French Can Pea,"111,98"
493,Fib N9 - Prague Powder,"143,61"
494,Lady Fingers,"15,76"
495,Table Cloth 81x81 Colour,"34,83"
496,Otomegusa Dashi Konbu,"148,88"
497,"Leeks - Baby, White","129,25"
,Cake - Night And Day Choclate,"61,96"
499,Muffin Chocolate Individual Wrap,"81,75"
500,Beets - Pickled,"102,89"
501,Syrup - Monin - Passion Fruit,"96,47"
502,Apples - Sliced / Wedge,"141,49"
503,"Ranchero - Primerba, Paste","18,68"
504,Beer - Sleeman Fine Porter,"138,99"
505,Chicken Breast Wing On,"83,73"
,Uniform Linen Charge,"140,52"
507,Soup - French Can Pea,"169,62"
508,Swordfish Loin Portions,"118,93"
509,Lettuce - Iceberg,"82,39"
510,Vaccum Bag 10x13,"68,40"
511,"Bread - Bagels, Mini","79,58"
512,Squash - Sunburst,"45,55"
513,"Beef - Baby, Liver","149,98"
514,Spice - Paprika,"57,92"
515,Nut - Macadamia,"128,60"
516,"Beef - Baby, Liver","87,34"
517,Cheese - St. Andre,"17,51"
518,Skirt - 24 Foot,"105,65"
519,Yokaline,"21,67"
520,Sauce - Hoisin,"144,95"
521,Clams - Bay,"10,05"
522,Sugar - Icing,"150,41"
,"Doilies - 5, Paper","193,52"
524,Wine - Alicanca Vinho Verde,"111,30"
525,Cheese - Fontina,"76,24"
526,"Pasta - Fettuccine, Egg, Fresh","40,42"
527,,
,Duck - Breast,"9,93"
529,Apple - Granny Smith,"193,32"
530,"Pepper - Green, Chili","146,73"
531,Pork - Shoulder,"8,41"
532,,
533,Beef - Short Ribs,"39,06"
534,Wine - Remy Pannier Rose,"125,93"
535,Table Cloth 54x54 Colour,"90,58"
,"Pasta - Linguini, Dry","100,19"
537,Wine - Gato Negro Cabernet,"120,77"
538,,
539,Veal - Inside,"13,63"
540,Ice Cream - Life Savers,"25,06"
541,Pork - Ground,"15,78"
542,Cheese - Sheep Milk,"82,51"
543,Grapes - Black,"140,34"
544,Towels - Paper / Kraft,"21,48"
545,"Beans - Navy, Dry","132,42"
546,Carroway Seed,"164,40"
547,"Lamb - Pieces, Diced","150,16"
548,Corn Syrup,"57,63"
549,Honey - Comb,"154,78"
550,Chicken - Wieners,"125,48"
551,"Nut - Walnut, Chopped","152,04"
552,Aspic - Amber,"186,02"
553,"Beets - Candy Cane, Organic","134,54"
554,Marzipan 50/50,"55,85"
,Tart - Pecan Butter Squares,"153,30"
556,Chocolate Bar - Oh Henry,"180,91"
557,Bread - Malt,"14,52"
558,Sea Bass - Fillets,"74,08"
,Muffin Carrot - Individual,"24,63"
560,"Wine - White, Colubia Cresh","139,91"
561,Rice - Jasmine Sented,"8,78"
562,Soup - Campbells,"144,83"
563,Pickerel - Fillets,"104,28"
564,Goat - Whole Cut,"93,45"
565,Scallops - 20/30,"27,85"
,"Tart Shells - Sweet, 2","194,40"
567,Wiberg Super Cure,"164,99"
568,Coffee - Flavoured,"199,71"
569,Potatoes - Peeled,"64,08"
570,Kale - Red,"90,95"
571,Wine - Sauvignon Blanc Oyster,"127,19"
572,Lettuce - Boston Bib,"139,20"
573,Sauce - Plum,"121,36"
,"Tomatoes - Vine Ripe, Yellow","89,25"
575,Appetizer - Lobster Phyllo Roll,"56,13"
576,Jello - Assorted,"56,52"
,"Cheese - Mozzarella, Buffalo","77,83"
,"Split Peas - Green, Dry","50,56"
579,Squid U5 - Thailand,"25,00"
580,"Coconut - Shredded, Unsweet","195,48"
581,Milk 2% 500 Ml,"152,13"
582,Lettuce - Treviso,"65,00"
583,"Nut - Hazelnut, Ground, Natural","46,15"
584,Pail For Lid 1537,"23,88"
585,Icecream Bar - Del Monte,"157,39"
586,Juice - Orangina,"141,59"
587,"Crab - Claws, 26 - 30","18,38"
588,Tomato - Plum With Basil,"110,81"
589,"Bread - Sticks, Thin, Plain","131,45"
590,Beer - Paulaner Hefeweisse,"178,95"
591,"Wine - Red, Colio Cabernet","159,05"
592,Peppercorns - Pink,"86,20"
593,"Gin - Gilbeys London, Dry","187,04"
594,"Wine - Red, Marechal Foch","132,27"
,Cake - Bande Of Fruit,"15,97"
596,Cheese - Bakers Cream Cheese,"108,00"
597,Sausage - Chorizo,"44,96"
598,,
599,Compound - Pear,"168,50"
600,"Nut - Pecan, Pieces","130,04"
601,Milk - Chocolate 250 Ml,"141,90"
602,Fruit Mix - Light,"86,64"
603,"Pasta - Fettuccine, Dry","15,90"
604,Campari,"151,57"
605,Shrimp - 150 - 250,"112,40"
606,Pear - Asian,"74,95"
607,"Quail - Whole, Bone - In","163,30"
608,Apple - Fuji,"119,60"
,,
610,Chutney Sauce,"9,14"
611,Glaze - Clear,"105,17"
612,Okra,"154,90"
613,Wine - Dubouef Macon - Villages,"186,99"
614,Ecolab Crystal Fusion,"11,26"
615,Sauce - Mint,"33,73"
616,Hagen Daza - Dk Choocolate,"113,18"
617,Toamtoes 6x7 Select,"128,12"
618,Chinese Foods - Chicken,"47,11"
619,Tart - Butter Plain Squares,"43,96"
620,"Stock - Veal, White","162,51"
621,"Trout - Rainbow, Fresh","26,23"
622,Soup Campbells Beef With Veg,"81,75"
623,Wine - Blue Nun Qualitatswein,"139,91"
624,Appetizer - Sausage Rolls,"76,02"
625,French Kiss Vanilla,"39,93"
626,Fireball Whisky,"94,48"
627,Water - San Pellegrino,"19,73"
628,Butcher Twine 4r,"142,68"
,,
630,Soup - Campbells,"118,30"
631,Oil - Shortening - All - Purpose,"5,31"
,Cheese - Bocconcini,"157,87"
633,Carbonated Water - Wildberry,"119,04"
,External Supplier,"39,36"
635,Juice Peach Nectar,"174,18"
636,"Cheese - Cheddar, Medium","32,90"
637,Water - Spring Water 500ml,"183,78"
638,Peach - Fresh,"60,84"
639,Trueblue - Blueberry Cranberry,"84,60"
640,Dooleys Toffee,"123,58"
641,Juice - Ocean Spray Cranberry,"135,70"
642,Cognac - Courvaisier,"17,65"
643,Wine - Riesling Alsace Ac 2001,"122,34"
644,Mousse - Mango,"104,17"
645,Sansho Powder,"98,15"
646,Knife Plastic - White,"65,52"
647,Grapes - Green,"6,16"
648,"Bread - Bagels, Plain","124,27"
649,Beef Wellington,"196,40"
650,Sherbet - Raspberry,"33,11"
651,Cookies - Assorted,"59,48"
652,Calypso - Lemonade,"156,76"
653,"Coke - Classic, 355 Ml","14,40"
654,Dikon,"3,07"
,Oil - Macadamia,"39,92"
656,Dasheen,"41,95"
657,Bread - Kimel Stick Poly,"89,88"
658,Bagel - Sesame Seed Presliced,"177,61"
659,Beans - Fine,"53,17"
660,Lamb Shoulder Boneless Nz,"14,51"
661,Cleaner - Comet,"132,00"
662,Bread - White Epi Baguette,"143,57"
663,Almonds Ground Blanched,"170,91"
664,Miso - Soy Bean Paste,"104,19"
,Coffee - Decafenated,"99,83"
666,Toothpick Frilled,"58,62"
667,Cheese - Goat With Herbs,"105,74"
668,Pastry - Banana Muffin - Mini,"24,50"
669,Wine - Lamancha Do Crianza,"125,05"
670,Coffee - Decafenated,"98,80"
671,Mustard - Seed,"47,48"
,Cinnamon - Ground,"187,01"
673,Wine - Vouvray Cuvee Domaine,"12,52"
674,Cheese - Mix,"157,62"
675,"Shrimp - Baby, Cold Water","184,07"
676,Soup - Boston Clam Chowder,"76,82"
677,Gelatine Leaves - Envelopes,"188,67"
,Bread - White Epi Baguette,"155,52"
679,Wine - Tio Pepe Sherry Fino,"150,38"
680,"Beef - Roasted, Cooked","123,18"
681,,
682,Cattail Hearts,"79,43"
683,"Ham - Smoked, Bone - In","184,65"
684,Flower - Carnations,"80,52"
685,Carbonated Water - Raspberry,"187,61"
686,Compound - Strawberry,"159,71"
,"Coke - Classic, 355 Ml","111,56"
,Tea - Herbal - 6 Asst,"42,79"
,Hinge W Undercut,"3,10"
690,"Wine - Cahors Ac 2000, Clos","86,10"
691,Oil - Grapeseed Oil,"142,76"
692,Flower - Commercial Bronze,"157,45"
693,Pate - Liver,"42,01"
694,Halibut - Fletches,"44,56"
